num_matches,matches,types,total_quota,total_probability,expected_return_per_euro,roi_percentage,score
3,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['1', 'NG', 'NG']",4.99,21.250690652428013,1.06,5.99,0.23874660777383835
4,"['Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['GG', '1', 'NG', '1']",13.03,11.15211432263214,1.45,45.27,0.23535411268878287
2,"['AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1', 'X']",10.45,12.908904698027241,1.35,34.96,0.2351344472424348
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['GG', 'GG', 'NG', '1']",17.06,9.294335540709154,1.59,58.52,0.23356746350608917
2,"['AC Milan vs SS Lazio', 'Bologna FC 1909 vs US Cremonese']","['NG', 'X']",7.38,16.238921983751943,1.2,19.84,0.23322994490143287
3,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'Bologna FC 1909 vs US Cremonese']","['1', 'GG', 'X']",14.37,10.408357372252256,1.5,49.55,0.2327911298538723
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['GG', 'GG', 'NG', 'NG']",12.04,11.69192842204918,1.41,40.77,0.23167565315568736
4,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['GG', '1', 'NG', '1']",11.09,12.309437892221627,1.36,36.48,0.22929262023074393
2,"['Juventus FC vs Cagliari Calcio', 'AC Pisa 1909 vs FC Internazionale Milano']","['1', 'X']",6.93,16.81595421452493,1.17,16.53,0.22836577541609623
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio']","['1', 'GG', 'GG', '1', 'NG']",15.24,9.925011581607377,1.51,51.24,0.22700752168241525
3,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Bologna FC 1909 vs US Cremonese']","['1', 'GG', 'X']",12.23,11.488496703605069,1.41,40.5,0.22679564644469344
3,"['Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1', 'NG', '1']",5.72,18.825546711841817,1.08,7.72,0.21845845515462967
2,"['AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli']","['X', '1']",13.39,10.677445400306325,1.43,42.94,0.21817302118220777
2,"['AC Milan vs SS Lazio', 'AC Pisa 1909 vs FC Internazionale Milano']","['NG', 'X']",9.45,13.431829182830917,1.27,26.93,0.21640590013951086
4,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC']","['1', 'GG', '1', 'NG']",7.86,15.17890343824618,1.19,19.37,0.21628132839738112
3,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Pisa 1909 vs FC Internazionale Milano']","['1', 'GG', 'X']",18.4,8.609147727776087,1.58,58.4,0.21599873902046066
3,"['Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'Bologna FC 1909 vs US Cremonese']","['GG', '1', 'X']",11.64,11.599106719123082,1.35,34.96,0.211283765560825
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC']","['1', 'GG', '1', 'NG']",6.69,16.754111708300844,1.12,12.15,0.21071105122687372
3,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Pisa 1909 vs FC Internazionale Milano']","['1', 'GG', 'X']",15.66,9.502571996142214,1.49,48.81,0.21043573987606184
3,"['AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['NG', 'NG', '1']",7.8,15.03700143810169,1.17,17.33,0.2070174418416483
4,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1', 'GG', 'NG', '1']",15.19,9.637984894036194,1.46,46.42,0.20662794482133215
3,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'Bologna FC 1909 vs US Cremonese']","['GG', '1', 'X']",9.9,12.802817441939327,1.27,26.8,0.2058421995018264
4,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['1', 'GG', 'NG', 'NG']",10.72,12.124226527038477,1.3,30.02,0.20495433464109802
4,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['1', '1', 'NG', '1']",9.88,12.764567831629709,1.26,26.06,0.20284615917722484
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1', 'GG', 'NG', '1']",12.93,10.63817792995038,1.38,37.56,0.20130628838267545
3,"['Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'Bologna FC 1909 vs US Cremonese']","['GG', 'NG', 'X']",15.87,9.264845642248263,1.47,47.01,0.20021850204018346
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['1', 'GG', 'NG', 'NG']",9.13,13.382432165614816,1.22,22.15,0.19967578165778066
3,"['Genoa CFC vs Hellas Verona FC', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['GG', '1', 'X']",19.13,8.12926715085366,1.56,55.53,0.19665475034635516
3,"['Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Pisa 1909 vs FC Internazionale Milano']","['GG', '1', 'X']",14.9,9.594061741325717,1.43,42.95,0.1960428086984247
3,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'Bologna FC 1909 vs US Cremonese']","['GG', 'NG', 'X']",13.51,10.226315720493625,1.38,38.11,0.19506191936477785
3,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Pisa 1909 vs FC Internazionale Milano']","['GG', '1', 'X']",12.68,10.589696601237405,1.34,34.3,0.1909937700697706
4,"['Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['GG', '1', 'NG', '1']",12.3,10.74060116740894,1.32,32.14,0.18753777379468836
4,"['Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['GG', '1', 'NG', 'NG']",8.68,13.51127678886678,1.17,17.34,0.18601878696223154
2,"['US Lecce vs Torino FC', 'Bologna FC 1909 vs US Cremonese']","['NG', 'X']",6.97,15.639705563472278,1.09,9.01,0.18584516815693272
4,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['GG', '1', 'NG', '1']",10.47,11.855219483092496,1.24,24.14,0.18270778043503505
3,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'Bologna FC 1909 vs US Cremonese']","['1', '1', 'X']",8.82,13.276189628193633,1.17,17.12,0.18210049465839323
4,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['GG', '1', 'NG', 'NG']",7.39,14.913425173525036,1.1,10.24,0.18122791476822775
3,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'AC Pisa 1909 vs FC Internazionale Milano']","['GG', 'NG', 'X']",17.29,8.45857416303892,1.46,46.28,0.1809911255645806
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC']","['1', 'GG', 'GG', '1', 'NG']",14.39,9.558778532571514,1.38,37.56,0.1808869399587027
4,"['Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['GG', 'NG', 'NG', '1']",16.78,8.579109954815424,1.44,43.93,0.17771612525674008
3,"['Como 1907 vs US Sassuolo Calcio', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1', '1', 'X']",17.04,8.429839191445218,1.44,43.66,0.17397271988767463
4,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['GG', 'NG', 'NG', '1']",14.28,9.469417018531416,1.35,35.22,0.17313908625534347
3,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'Bologna FC 1909 vs US Cremonese']","['1', 'NG', 'X']",12.03,10.604424168254448,1.28,27.56,0.17256360499114506
2,"['US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano']","['NG', 'X']",8.92,12.936194521318475,1.15,15.46,0.17243922481127644
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['1', 'GG', '1', 'NG', '1']",18.07,8.03837230159182,1.45,45.28,0.1696504330162437
3,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Pisa 1909 vs FC Internazionale Milano']","['1', '1', 'X']",11.3,10.981240716790944,1.24,24.04,0.1689646733786871
4,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1', '1', 'NG', '1']",9.33,12.293555122156803,1.15,14.66,0.16163438437637642
4,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['1', '1', 'NG', 'NG']",6.58,15.46483510426464,1.02,1.82,0.16032520544899528
3,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'AC Pisa 1909 vs FC Internazionale Milano']","['1', 'NG', 'X']",15.4,8.77132202204029,1.35,35.11,0.16011572735743645
3,"['Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'Bologna FC 1909 vs US Cremonese']","['GG', 'NG', 'X']",14.99,8.922972724467982,1.34,33.72,0.1595405821302772
3,"['Juventus FC vs Cagliari Calcio', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1', '1', 'X']",13.8,9.39423973539651,1.3,29.65,0.15789953588781502
3,"['Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'Bologna FC 1909 vs US Cremonese']","['1', 'NG', 'X']",9.74,11.817604183186797,1.15,15.12,0.15662060785634968
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['GG', 'GG', '1', 'NG', 'NG']",15.89,8.508605581588316,1.35,35.22,0.1555768562998862
3,"['Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'Bologna FC 1909 vs US Cremonese']","['GG', 'NG', 'X']",12.76,9.848964545039058,1.26,25.62,0.15543165017117183
4,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1', 'NG', 'NG', '1']",12.72,9.819539845553228,1.25,24.89,0.15316933713351866
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'Bologna FC 1909 vs US Cremonese']","['1', 'GG', '1', 'X']",16.14,8.360561547059211,1.35,34.97,0.15229979160846355
3,"['Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'AC Pisa 1909 vs FC Internazionale Milano']","['1', 'NG', 'X']",12.47,9.774789293137468,1.22,21.93,0.14532277850459882
3,"['Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano']","['GG', 'NG', 'X']",16.33,8.146452672725855,1.33,33.05,0.14421958629573628
4,"['Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1', 'NG', 'NG', '1']",10.3,10.9429265856008,1.13,12.71,0.13901815906104203
5,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['1', 'GG', '1', 'NG', 'NG']",14.16,8.823203305440726,1.25,24.9,0.13763272331024448
3,"['Como 1907 vs US Sassuolo Calcio', 'US Lecce vs Torino FC', 'Bologna FC 1909 vs US Cremonese']","['1', 'NG', 'X']",11.36,10.213120786442126,1.16,16.03,0.1375042651615738
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['1', 'GG', '1', 'NG', 'NG']",12.05,9.738841439094323,1.17,17.34,0.1340880233481599
3,"['Como 1907 vs US Sassuolo Calcio', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano']","['1', 'NG', 'X']",14.55,8.447660131895978,1.23,22.89,0.12758539341030206
3,"['Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'Bologna FC 1909 vs US Cremonese']","['1', 'NG', 'X']",9.2,11.38153444395063,1.05,4.71,0.12480036907870272
3,"['AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Bologna FC 1909 vs US Cremonese']","['NG', 'NG', 'X']",12.55,9.091058677931246,1.14,14.06,0.11826437722119482
3,"['Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano']","['1', 'NG', 'X']",11.78,9.414099448387779,1.11,10.91,0.11579789301769859
