num_matches,matches,types,total_quota,total_probability,expected_return_per_euro,roi_percentage,score
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '2X', '1X']",2.55,41.831334772538995,1.07,6.59,0.47524088119521696
3,"['US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli']","['2X', '2X', '1X']",1.87,51.4152853010547,0.96,-3.99,0.4739300512695869
4,"['US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['2X', '2X', '1X', '1X']",2.18,46.303361875454904,1.01,1.16,0.47385644718390874
5,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",1.94,50.17564095351032,0.97,-2.84,0.4736128726485388
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X', '1X']",2.12,47.017977141424296,1.0,-0.19,0.4684054719284648
4,"['Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X']",2.11,47.20275174849801,1.0,-0.4,0.46827000067799396
5,"['Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X', '1X']",2.47,42.50965608632205,1.05,4.95,0.46819727563099994
5,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",2.1,47.15029583195487,0.99,-0.8,0.4639681677476583
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '2X', '1X']",3.04,36.836795601472495,1.12,12.14,0.4631960082043324
3,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio']","['1X', '1X', '1X']",1.97,49.06086027385763,0.97,-3.28,0.4589380868582286
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X', '1X']",2.31,44.18302366465638,1.02,1.91,0.4588668111115743
5,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",2.0,48.41388551297647,0.97,-2.99,0.45560975452578656
5,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X', '2X', '1X']",2.04,47.74471377658816,0.98,-2.37,0.4551032375321663
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X']",2.48,41.90512161265058,1.04,4.04,0.4535904368538051
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X', '1X']",2.9,37.73873856974791,1.1,9.62,0.4535199916282119
4,"['Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '2X', '1X']",2.15,46.104601172084756,0.99,-0.96,0.4522792407268998
5,"['Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '2X', '1X', '1X']",2.51,41.52068824853474,1.04,4.36,0.4522089991376701
5,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",2.2,45.28318506117978,1.0,-0.33,0.4498701394980654
5,"['Como 1907 vs US Sassuolo Calcio', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '1X', '1X', '1X']",1.97,48.67198530053539,0.96,-3.92,0.4493203884806993
3,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC']","['1X', '1X', '2X']",2.36,43.2031368773558,1.02,1.75,0.4473064045143516
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '2X', '1X']",2.76,38.90769970979778,1.07,7.21,0.44723693523542707
5,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '2X', '1X']",2.43,42.32718015365723,1.03,2.75,0.44687776137950697
5,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",2.18,45.49476560600935,0.99,-0.95,0.4463316671127685
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '1X']",2.41,42.43341429499931,1.02,2.4,0.44492379149181
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '1X', '1X']",2.82,38.21450617667095,1.08,7.89,0.4448546922465067
4,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '1X']",2.16,45.60894985693674,0.99,-1.29,0.4443800850184356
4,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano']","['1X', '1X', '2X', '2X']",2.09,46.68583617354736,0.97,-2.52,0.443637648079664
5,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '2X', '2X', '1X']",2.44,42.04413442703627,1.03,2.71,0.4435687485798921
5,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",2.39,42.55283104058509,1.02,1.77,0.44070893424003926
5,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X', '2X', '1X']",2.12,46.06831248595851,0.97,-2.51,0.4378037133500635
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '1X']",2.62,39.874887478226576,1.05,4.55,0.4358633142114477
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '1X', '1X']",3.07,35.91035883271653,1.1,10.16,0.4357956221108153
4,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano']","['1X', '1X', '2X', '2X']",2.27,43.87090916854421,1.0,-0.47,0.4346033619659414
5,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '2X', '2X', '1X']",2.65,39.509079277532365,1.05,4.87,0.43453586554320023
5,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",2.28,43.69321239455952,1.0,-0.48,0.4327695374472998
5,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '2X', '1X']",2.32,43.08928931553678,1.0,0.16,0.4322884127065304
5,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X', '1X']",2.08,46.313907763838785,0.97,-3.45,0.43176014693866616
5,"['Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '2X', '1X', '1X']",2.86,37.47214732280191,1.07,7.06,0.4295392656595096
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X']",3.13,35.11394239878311,1.1,9.99,0.4248164567780982
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X', '1X']",3.66,31.622766892074033,1.16,15.9,0.42475048031849505
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X']",2.13,45.41316996998334,0.97,-3.36,0.424145094238402
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X', '1X']",2.49,40.89800203809323,1.02,1.83,0.42407922204529497
5,"['Como 1907 vs US Sassuolo Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",2.47,41.058725929594516,1.02,1.62,0.42395657074006426
5,"['Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '2X', '1X']",2.78,37.94455404686577,1.05,5.37,0.42133216034586185
4,"['Como 1907 vs US Sassuolo Calcio', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli']","['1X', '2X', '2X', '1X']",2.13,45.28676243692568,0.96,-3.6,0.4208826488712063
5,"['Como 1907 vs US Sassuolo Calcio', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '2X', '2X', '1X', '1X']",2.49,40.784162472433316,1.02,1.58,0.42081728335478663
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio']","['1X', '1X', '1X', '1X']",2.07,45.985688183846705,0.95,-4.88,0.4160410540842684
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X', '1X', '1X']",2.42,41.413598088598086,1.0,0.22,0.4159764404955996
5,"['Como 1907 vs US Sassuolo Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '2X', '1X']",2.41,41.5763482063097,1.0,0.01,0.4158561326598939
5,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '2X', '1X']",3.02,35.65668349267306,1.08,7.59,0.41275210565042747
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio']","['1X', '1X', '1X', '1X']",2.25,43.212976669562856,0.97,-2.88,0.4075687480617257
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X', '1X', '1X']",2.63,38.91656118857155,1.02,2.33,0.40750545027132007
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X', '1X']",2.83,36.91017712438246,1.04,4.47,0.40281966516844125
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '2X', '1X']",2.45,40.609093352372724,0.99,-0.55,0.4016552323632134
4,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC']","['1X', '1X', '1X', '2X']",2.68,38.053473492145734,1.02,2.17,0.397239010028434
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X', '2X', '1X']",3.14,34.270037468579595,1.08,7.66,0.3971773165062558
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '1X', '1X']",2.75,37.3754991596995,1.03,2.82,0.3951230849515666
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano']","['1X', '1X', '1X', '2X', '2X']",2.38,41.121047166829584,0.98,-2.12,0.3939809006889686
5,"['US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['2X', '2X', '1X', '1X', '1X']",2.34,41.48759737785172,0.97,-3.01,0.39023986318402426
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '1X', '1X']",2.99,35.12193982493657,1.05,4.98,0.38707675476511655
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano']","['1X', '1X', '1X', '2X', '2X']",2.59,38.64164965291073,1.0,-0.06,0.385957830069121
4,"['Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '2X', '1X', '1X']",2.56,38.87669132063131,1.0,-0.36,0.38594915348861036
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X', '1X']",2.27,42.12788934011463,0.96,-4.31,0.38575076558802096
5,"['Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",2.26,42.29344653063881,0.95,-4.51,0.3856391995587662
5,"['Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '2X', '2X', '1X', '1X']",2.27,42.0106263838416,0.95,-4.55,0.38278364227295714
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X', '1X']",2.47,39.58778418003045,0.98,-2.3,0.3778952943492863
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '2X', '1X']",3.57,30.928482810635355,1.1,10.44,0.37726638168200943
5,"['AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '2X', '2X', '1X', '1X']",2.47,39.47759160504119,0.97,-2.54,0.3749885938614531
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X', '1X', '1X']",2.4,40.086862476140126,0.96,-3.84,0.37067493819978564
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X']",2.52,38.70981016560034,0.98,-2.45,0.3683748340587018
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",2.95,34.86111839568431,1.03,2.79,0.3683176233104591
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X', '1X']",2.58,38.02014230357034,0.98,-1.83,0.36641265630325964
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC']","['1X', '1X', '1X', '2X']",2.45,39.19781995196071,0.96,-3.99,0.3613363830957253
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X', '2X', '1X']",2.87,35.30060820118276,1.01,1.17,0.3612802654597391
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '1X', '1X']",2.81,35.72771414813285,1.0,0.23,0.35895098846000617
5,"['Genoa CFC vs Hellas Verona FC', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '2X', '1X']",2.43,39.308131039826016,0.95,-4.58,0.35791336705625215
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X']",2.41,39.406787872944086,0.95,-4.91,0.35634839336082097
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Pisa 1909 vs FC Internazionale Milano', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X', '1X']",2.82,35.4887996545414,1.0,0.2,0.35629305038857007
4,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['1X', '1X', '1X', '2X']",2.66,36.834383608872486,0.98,-1.97,0.35397808904129874
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina']","['1X', '1X', '1X', '2X', '1X']",3.11,33.1721546173344,1.03,3.29,0.353923114191056
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'AC Milan vs SS Lazio', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '1X', '1X']",2.73,36.17812901903987,0.99,-1.35,0.3520925966894512
5,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '1X', '1X']",2.45,38.88554573704507,0.95,-4.9,0.3516623319391546
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '2X', '1X', '1X']",3.35,31.461929449274535,1.05,5.45,0.349853456582951
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '2X', '1X']",3.26,31.858566100380347,1.04,3.79,0.34316888920559696
5,"['Como 1907 vs US Sassuolo Calcio', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X', '1X']",2.92,34.24272517136075,1.0,0.05,0.3427495294183936
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '2X', '1X']",3.54,29.93765077772728,1.06,5.97,0.3361805600053329
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'Bologna FC 1909 vs US Cremonese']","['1X', '1X', '1X', '2X', '1X']",2.87,34.09573566855366,0.98,-2.05,0.32714231883119016
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Juventus FC vs Cagliari Calcio', 'US Lecce vs Torino FC']","['1X', '1X', '1X', '1X', '2X']",2.79,34.52557638872843,0.96,-3.59,0.32089168779964466
5,"['Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli', 'Bologna FC 1909 vs US Cremonese']","['1X', '2X', '1X', '1X', '1X']",2.74,34.8333350228801,0.96,-4.48,0.317844667406057
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli']","['1X', '1X', '1X', '2X', '1X']",2.75,34.70963606162727,0.95,-4.51,0.31646200808943203
5,"['Como 1907 vs US Sassuolo Calcio', 'Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC']","['1X', '1X', '1X', '1X', '2X']",3.03,32.443853422931,0.98,-1.57,0.31435701399176097
5,"['Parma Calcio 1913 vs Udinese Calcio', 'AC Milan vs SS Lazio', 'US Lecce vs Torino FC', 'Atalanta BC vs ACF Fiorentina', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '1X', '1X']",2.9,33.14571730318996,0.96,-4.01,0.3054227313542116
5,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'US Lecce vs Torino FC', 'AC Pisa 1909 vs FC Internazionale Milano', 'AS Roma vs SSC Napoli']","['1X', '1X', '2X', '2X', '1X']",3.26,29.586206462811255,0.96,-3.62,0.2748508500968375
2,"['Parma Calcio 1913 vs Udinese Calcio', 'Atalanta BC vs ACF Fiorentina']","['GG', 'X']",8.06,26.649521458396723,2.15,114.86,1.230290583256543
2,"['Genoa CFC vs Hellas Verona FC', 'Atalanta BC vs ACF Fiorentina']","['GG', 'X']",6.86,29.415106387838506,2.02,101.86,1.1986047248434077
2,"['Como 1907 vs US Sassuolo Calcio', 'Atalanta BC vs ACF Fiorentina']","['1', 'X']",6.11,30.502702401986227,1.86,86.45,1.060358438756068
3,"['Genoa CFC vs Hellas Verona FC', 'Parma Calcio 1913 vs Udinese Calcio', 'Atalanta BC vs ACF Fiorentina']","['GG', 'GG', 'X']",14.75,16.78229752604972,2.48,147.61,1.0289538191498282
